,ALCYONE SVX(2) 
140,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DDJ5574
141,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DRH6656
142,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DTG8472
143,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DZQ6689
144,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DGK7438
145,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DGE7482
146,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DCH4645
147,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DBX3884
148,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DMY6462
149,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DUV9328
150,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DAD2742
151,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DBJ7942
152,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DPT2273
153,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DNW2692
154,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DNR3599
155,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DPR7754
156,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DNS3723
157,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DMG8488
158,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DYH6787
159,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DCE7976
160,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DDH4774
161,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DGT9385
162,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DEZ6936
163,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DJT6464
164,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DMA5345
165,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DDM8692
166,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DUH2789
167,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DLB8575
168,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DLH8626
169,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DYJ5936
170,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DMX3777
171,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DVB3937
172,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DRY9249
173,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DBL2395
174,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DMH5997
175,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DFG3982
176,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DJM3593
177,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DGG4788
178,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DJB8543
179,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DKZ3699
180,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DNW8372
181,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DMG6588
182,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DBR9347
183,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DER5832
184,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DWN4454
185,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DWT8396
186,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DQS9993
187,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DDK9494
188,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DPZ2625
189,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DZS8856
190,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DAH2456
191,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DET2568
192,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DUV5783
193,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DYD7968
194,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DTF7399
195,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DXV3855
196,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DTX3958
197,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DAP7748
198,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DMC9293
199,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DQR2729
200,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DQZ9696
201,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DGS3497
202,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DTR5986
203,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DLW4245
204,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DWR4867
205,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DAZ5559
206,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DFN7568
207,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DCN6753
208,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DQD8696
209,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DYF5332
210,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DPQ6999
211,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DWM2958
212,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DBF3424
213,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DKP8984
214,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DNC4474
215,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DPL2545
216,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DZE6896
217,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DJD4325
218,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DDP4732
219,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DTV3295
220,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DNG4393
221,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DCF6423
222,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DFK7543
223,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DUR9326
224,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DYJ5735
225,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DRT8996
226,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DBA8242
227,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports/DTU4422
228,https://www.sbtjapan.com/used-cars/subaru/impreza-sports/BW5516
229,https://www.sbtjapan.com/used-cars/subaru/impreza-sports/OA1872
,IMPREZA SPORTS WAGON(42)
0,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DUZ8374
1,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DLP3495
2,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DJG7879
3,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DWL4372
4,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DVB7575
5,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DCV5866
6,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DWB5587
7,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DKW4497
8,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DFJ4559
9,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DNT3598
10,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DXU7793
11,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DEV3527
12,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DAN3833
13,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DDL9452
14,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DBP6377
15,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DZL5639
16,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DNV7844
17,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DCP6427
18,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DUR6889
19,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DAQ4728
20,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DWR9757
21,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DQG6843
22,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DZZ5595
23,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DAQ4879
24,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DAV3259
25,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DMC5639
26,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DLX4757
27,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DNY5923
28,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DSR5754
29,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DWD5829
30,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DYA7389
31,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DPV8499
32,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DEU2642
33,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DVM5996
34,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DTK3429
35,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DKL9838
36,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DQH4345
37,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DBD3953
38,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DNL4574
39,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DPU3855
40,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DLG4585
41,https://www.sbtjapan.com/dealers-cars/subaru/impreza-sports-wagon/DKL7794
,IMPREZA XV(14)
0,https://www.sbtjapan.com/used-cars/subaru/impreza-xv/NO0110
1,https://www.sbtjapan.com/used-cars/subaru/impreza-xv/CB7683
2,https://www.sbtjapan.com/used-cars/subaru/impreza-xv/LF2123
3,https://www.sbtjapan.com/used-cars/subaru/impreza-xv/DR7646
4,https://www.sbtjapan.com/used-cars/subaru/impreza-xv/GU4445
5,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv/DAK6673
6,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv/DVK9656
7,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv/DTZ3878
8,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv/DBB9942
9,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv/DZE3236
10,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv/DUP7995
11,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv/DLZ3675
12,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv/DWL4768
13,https://www.sbtjapan.com/used-cars/subaru/impreza-xv/XD8335
,IMPREZA XV HYBRID(11)
0,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DHQ7252
1,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DTA9595
2,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DXX6352
3,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DLA9782
4,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DXN5436
5,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DTQ4332
6,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DBP9593
7,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DXQ6576
8,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DCH8958
9,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DFA6226
10,https://www.sbtjapan.com/dealers-cars/subaru/impreza-xv-hybrid/DCB4826
,JUSTY(4)
0,https://www.sbtjapan.com/dealers-cars/subaru/justy/DGM3776
1,https://www.sbtjapan.com/dealers-cars/subaru/justy/DFZ8496
2,https://www.sbtjapan.com/dealers-cars/subaru/justy/DCX8697
,LEGACY(21)
0,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DVQ8677
1,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DKD7822
2,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DTS2933
3,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DKM7476
4,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DJH6797
5,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DYL6229
6,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DCF5666
7,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DZQ8933
8,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DES5894
9,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DED4493
10,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DGM3765
11,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DAG2359
12,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DEU5674
13,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DWZ7226
14,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DBG4499
15,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DRN7858
16,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DRD7884
17,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DSC2525
18,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DZQ9328
19,https://www.sbtjapan.com/dealers-cars/subaru/legacy/DYT3679
,LEGACY B4(178)
0,https://www.sbtjapan.com/used-cars/subaru/legacy-b4/SY8320
1,https://www.sbtjapan.com/used-cars/subaru/legacy-b4/UP1888
2,https://www.sbtjapan.com/used-cars/subaru/legacy-b4/JE4799
3,https://www.sbtjapan.com/used-cars/subaru/legacy-b4/FL5740
4,https://www.sbtjapan.com/used-cars/subaru/legacy-b4/EC5990
5,https://www.sbtjapan.com/used-cars/subaru/legacy-b4/SG3738
6,https://www.sbtjapan.com/used-cars/subaru/legacy-b4/DK4765
7,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DXJ6566
8,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DWY9654
9,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DYU7276
10,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DZN6359
11,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DCC3729
12,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DGP3272
13,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DKZ4465
14,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DSH4253
15,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DUB3945
16,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DBQ5695
17,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DQY2282
18,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DDL6928
19,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DSH2843
20,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DUR9637
21,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DVN5288
22,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DSL6354
23,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DRP8773
24,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DPQ8574
25,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DDW8275
26,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DET6675
27,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DGX8788
28,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DKT5729
29,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DLM3968
30,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DSU4286
31,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DTP6352
32,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DUW8848
33,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DWF7825
34,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DBE6438
35,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DWJ3463
36,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DYT4642
37,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DST7696
38,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DKJ4542
39,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DDT5824
40,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DQU6987
41,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DAD2883
42,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DEY3656
43,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DNT5894
44,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DTA5554
45,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DAP7957
46,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DRU7443
47,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DVJ7558
48,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DWH4788
49,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DWT5345
50,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DFA3724
51,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DRD7792
52,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DZT9359
53,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DHH5365
54,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DGJ8559
55,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DJR7475
56,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DZJ3522
57,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DDX8396
58,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DDZ3765
59,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DQE7265
60,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DSF8825
61,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DVX9475
62,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DML9879
63,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DMM6895
64,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DFA4472
65,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DUK9993
66,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DVG9645
67,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DAM5386
68,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DWE4757
69,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DFZ9779
70,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DRJ9489
71,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DNT8444
72,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DCC3889
73,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DPW4989
74,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DMR5568
75,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DRM9485
76,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DDL6438
77,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DQH2335
78,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DSB2268
79,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DSP3744
80,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DYY9535
81,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DPX9532
82,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DQR3534
83,https://www.sbtjapan.com/dealers-cars/subaru/legacy-b4/DXP4328
